Age,EducationLevel,FieldOfStudy,InstitutionType,MonthlyIncome,LearningFrequency,PreferredFormats,UsedPlatforms,StudyTime,AttentionSpan,LearningMotivation,LearningChallenges,DeviceUsed,WillingnessToUse,WillingToShareData,ValuableFeatures,MonthlyWillingnessToPay,ContentDeliveryMode,PreferredLanguages,CareAboutCertification,ConvincingFactors,GoalTrackingPreference,TryNewToolsFrequency,OnlineLearningFear,RecommendLikelihood
29,Other,Business,Self-Learning,₹60k–100k,Daily,"Video lectures, Text-based guides, Group discussions","Khan Academy, Coursera",Afternoon,45–60 mins,Certification,"Hard to understand, Poor content quality, Hard to stay focused",Mobile,5,Yes,Mentor guidance,414.39,Text + Video,"Mix of English + Regional, Hindi, English",Yes,"Peer usage, App reviews",Score tracking,Always,Not finishing,5
21,Postgraduate,Business,Online University,> ₹100k,Daily,"Flashcards, Video lectures, Interactive quizzes","None, BYJU'S, Khan Academy",Morning,30–45 mins,Parental push,"Time management, Hard to stay focused",Mobile,4,Yes,"Gamification, Peer comparison",497.89,AI tutor,"English, Regional",Yes,"Peer usage, App reviews",Mentor reviews,Often,Too boring,3
19,High School,Law,Coaching Institute,> ₹100k,Rarely,Interactive quizzes,"Unacademy, Coursera",Afternoon,>60 mins,Career goals,"Time management, Procrastination, Poor content quality",Laptop,4,Yes,"Personalized schedules, Mentor guidance",162.68,AI tutor,"Regional, English, Hindi",Yes,"Certifications, Better structure",Mentor reviews,Often,Wasting money,5
23,Undergraduate,Science,Self-Learning,₹30k–60k,Daily,"Video lectures, Group discussions, Text-based guides","None, BYJU'S",Late night,>60 mins,Certification,Time management,Mobile,4,Yes,"Adaptive quizzes, Personalized schedules, Mentor guidance",316.7,Video only,"Regional, Mix of English + Regional, English",No,"Peer usage, Better structure, Trial success",Progress bars,Always,Wasting time,4
17,Professional Course,Law,Self-Learning,₹10k–30k,Often,"Interactive quizzes, Group discussions, Text-based guides","BYJU'S, Udemy, Khan Academy",Afternoon,30–45 mins,Curiosity,Procrastination,Laptop,3,Yes,"Adaptive quizzes, Peer comparison, Mentor guidance",482.43,Text + Video,"Hindi, Regional, Mix of English + Regional",Yes,App reviews,Mentor reviews,Often,Wasting money,4
20,Postgraduate,Science,Coaching Institute,₹10k–30k,Daily,Flashcards,"YouTube, BYJU'S",Evening,15–30 mins,Parental push,"Hard to understand, Poor content quality",Mobile,5,Yes,"Adaptive quizzes, Weekly reports",452.92,Mixed,English,Yes,"Better structure, Peer usage",Achievement badges,Often,Not understanding,5
22,Other,Law,Traditional College,₹60k–100k,Never,"Interactive quizzes, Text-based guides, Video lectures",None,Afternoon,<15 mins,Certification,"Time management, Poor content quality",Tablet,5,Yes,"Adaptive quizzes, Mentor guidance",99.3,Text + Video,"Hindi, Regional",Yes,"Certifications, Peer usage",Progress bars,Rarely,Wasting time,3
20,Undergraduate,Medical,Self-Learning,< ₹10k,Daily,Text-based guides,"Coursera, Udemy",Morning,>60 mins,Peer pressure,"Time management, Hard to understand",Desktop,4,Yes,Mentor guidance,534.1,Video only,"Hindi, English, Mix of English + Regional",Yes,Better structure,Score tracking,Occasionally,Not understanding,5
19,Professional Course,Arts,Online University,₹60k–100k,Occasionally,"Interactive quizzes, Video lectures","Coursera, BYJU'S, Khan Academy",Late night,15–30 mins,Academic success,"Procrastination, Lack of support, Hard to understand",Laptop,4,No,Mentor guidance,642.94,AI tutor,"Regional, English",Yes,"Better structure, Peer usage, Certifications",Progress bars,Occasionally,Wasting time,3
23,High School,Arts,Other,< ₹10k,Occasionally,Video lectures,"Khan Academy, None, Coursera",Afternoon,>60 mins,Academic success,"Hard to stay focused, Procrastination",Desktop,2,Yes,"Gamification, Mentor guidance, Adaptive quizzes",441.35,AI tutor,"Mix of English + Regional, Hindi, English",No,"Trial success, Better structure, App reviews",Progress bars,Often,Too boring,2
22,Other,Medical,Traditional College,₹30k–60k,Rarely,One-on-one mentoring,"None, Unacademy",Evening,>60 mins,Career goals,"Hard to understand, Procrastination",Laptop,4,Yes,"Personalized schedules, Weekly reports, Peer comparison",117.46,Mixed,"Regional, Hindi",Yes,"App reviews, Better structure, Trial success",Achievement badges,Often,Too boring,4
17,High School,Other,Self-Learning,> ₹100k,Never,Video lectures,"None, YouTube, Udemy",Random,15–30 mins,Parental push,"Hard to understand, Time management, Poor content quality",Desktop,4,Yes,"Weekly reports, Personalized schedules, Gamification",244.54,Mixed,"Mix of English + Regional, Regional, Hindi",Yes,Peer usage,Progress bars,Always,Too boring,2
22,Undergraduate,Arts,Self-Learning,₹60k–100k,Daily,Group discussions,"Coursera, BYJU'S, None",Late night,<15 mins,Parental push,Time management,Mobile,4,No,"Peer comparison, Mentor guidance",502.14,Text + Video,"Mix of English + Regional, Regional",Yes,"Trial success, App reviews, Certifications",Progress bars,Occasionally,Wasting time,3
26,Other,Law,Online University,₹60k–100k,Occasionally,"Group discussions, One-on-one mentoring",YouTube,Random,30–45 mins,Peer pressure,"Poor content quality, Hard to understand, Procrastination",Mobile,5,Yes,Peer comparison,680.73,Interactive modules,English,No,"App reviews, Trial success, Better structure",Mentor reviews,Often,Wasting time,5
16,High School,Medical,Other,₹30k–60k,Occasionally,"Video lectures, Flashcards","Khan Academy, Unacademy",Late night,15–30 mins,Certification,"Hard to stay focused, Time management",Laptop,3,Yes,"Gamification, Personalized schedules",417.72,Mixed,"Mix of English + Regional, Regional",Yes,"App reviews, Better grades, Peer usage",Score tracking,Rarely,Not finishing,5
16,High School,Engineering,Other,₹60k–100k,Often,"Group discussions, Interactive quizzes, Flashcards","None, Udemy",Late night,30–45 mins,Certification,"Procrastination, Hard to stay focused",Desktop,2,Yes,"Peer comparison, Mentor guidance",397.65,Interactive modules,"Hindi, Mix of English + Regional, Regional",No,Better structure,Progress bars,Occasionally,Wasting time,4
17,Undergraduate,Business,Traditional College,< ₹10k,Daily,One-on-one mentoring,"Khan Academy, BYJU'S",Afternoon,45–60 mins,Academic success,"Poor content quality, Time management",Tablet,5,Yes,"Adaptive quizzes, Weekly reports",281.12,Interactive modules,"Mix of English + Regional, Hindi, Regional",Yes,"App reviews, Better grades",Score tracking,Often,Wasting time,5
19,High School,Engineering,Coaching Institute,> ₹100k,Occasionally,Interactive quizzes,Coursera,Evening,<15 mins,Academic success,Lack of support,Mobile,3,Yes,"Peer comparison, Mentor guidance",1.19,Text + Video,"Hindi, Mix of English + Regional",Yes,"Better structure, Trial success, Better grades",Progress bars,Often,Not finishing,4
22,Other,Science,Coaching Institute,₹30k–60k,Often,Video lectures,"BYJU'S, Unacademy, YouTube",Evening,30–45 mins,Academic success,"Time management, Hard to stay focused",Mobile,1,Yes,"Weekly reports, Gamification, Adaptive quizzes",417.84,Mixed,"English, Regional",Yes,"Peer usage, Better structure",Achievement badges,Always,Too boring,4
16,Professional Course,Arts,Other,₹30k–60k,Never,Interactive quizzes,YouTube,Afternoon,45–60 mins,Academic success,Time management,Desktop,5,Yes,"Adaptive quizzes, Weekly reports, Personalized schedules",318.26,Text + Video,"Hindi, Regional",Yes,Better grades,Achievement badges,Always,Not understanding,2
19,Professional Course,Medical,Coaching Institute,₹30k–60k,Occasionally,Flashcards,"None, Udemy, Unacademy",Evening,15–30 mins,Certification,Hard to stay focused,Mobile,4,Yes,Personalized schedules,312.92,AI tutor,"Mix of English + Regional, Hindi, Regional",Yes,"Peer usage, Better structure, Better grades",Score tracking,Always,Not finishing,5
17,Other,Business,Coaching Institute,₹30k–60k,Rarely,"Text-based guides, Group discussions","YouTube, Unacademy, BYJU'S",Late night,<15 mins,Certification,"Poor content quality, Hard to stay focused",Tablet,5,Yes,"Weekly reports, Mentor guidance, Gamification",299.46,Interactive modules,"Regional, English",Yes,"Peer usage, App reviews",Achievement badges,Occasionally,Not understanding,4
18,Undergraduate,Medical,Coaching Institute,₹30k–60k,Often,One-on-one mentoring,Khan Academy,Morning,45–60 mins,Academic success,"Time management, Lack of support, Poor content quality",Laptop,4,No,Peer comparison,269.94,Text + Video,"Mix of English + Regional, Regional, Hindi",No,Peer usage,Achievement badges,Always,Not finishing,5
18,Postgraduate,Business,Traditional College,< ₹10k,Rarely,One-on-one mentoring,"Unacademy, None",Morning,30–45 mins,Career goals,"Lack of support, Time management, Hard to understand",Mobile,1,Yes,"Peer comparison, Personalized schedules",211.18,Video only,"Mix of English + Regional, Hindi",Yes,"Certifications, Trial success, Better grades",Achievement badges,Often,Wasting money,5
21,High School,Engineering,Online University,₹10k–30k,Daily,Group discussions,"BYJU'S, Unacademy",Random,>60 mins,Academic success,Hard to stay focused,Mobile,3,Yes,"Mentor guidance, Adaptive quizzes",127.94,Mixed,Regional,Yes,Better structure,Mentor reviews,Often,Not finishing,3
21,Undergraduate,Other,Traditional College,₹10k–30k,Occasionally,"Group discussions, Interactive quizzes","Coursera, Unacademy, BYJU'S",Late night,<15 mins,Parental push,"Hard to understand, Time management",Desktop,5,Yes,"Adaptive quizzes, Gamification",280.91,Text + Video,"Regional, Hindi",Yes,Peer usage,Score tracking,Often,Too boring,5
21,Postgraduate,Medical,Other,₹60k–100k,Daily,"Flashcards, Text-based guides, Interactive quizzes",BYJU'S,Random,45–60 mins,Certification,Poor content quality,Desktop,4,Yes,"Peer comparison, Personalized schedules",141.83,Interactive modules,English,Yes,"Certifications, Better grades, Peer usage",Mentor reviews,Occasionally,Wasting time,5
19,High School,Arts,Other,> ₹100k,Occasionally,Group discussions,None,Morning,>60 mins,Academic success,Procrastination,Mobile,5,Yes,"Gamification, Personalized schedules, Weekly reports",406.28,Video only,English,Yes,"Peer usage, Certifications",Score tracking,Occasionally,Not understanding,5
24,Postgraduate,Other,Coaching Institute,₹30k–60k,Often,"Flashcards, One-on-one mentoring",None,Late night,30–45 mins,Peer pressure,"Time management, Procrastination",Desktop,4,Yes,"Weekly reports, Adaptive quizzes",279.26,Text + Video,"Mix of English + Regional, Hindi, Regional",No,Better grades,Score tracking,Never,Too boring,4
19,Other,Arts,Online University,₹10k–30k,Daily,"Flashcards, Text-based guides",Khan Academy,Late night,30–45 mins,Certification,"Poor content quality, Procrastination, Hard to stay focused",Mobile,3,Yes,"Personalized schedules, Peer comparison",601.14,Mixed,"English, Regional",No,Peer usage,Achievement badges,Often,Not finishing,5
17,Other,Medical,Self-Learning,₹30k–60k,Often,One-on-one mentoring,"Coursera, Udemy",Morning,45–60 mins,Career goals,Lack of support,Laptop,2,Yes,Personalized schedules,377.68,Interactive modules,"Mix of English + Regional, Hindi",Yes,Peer usage,Score tracking,Often,Not finishing,5
20,Professional Course,Business,Self-Learning,₹10k–30k,Daily,"Interactive quizzes, Video lectures, Text-based guides",Unacademy,Afternoon,15–30 mins,Parental push,"Hard to understand, Time management, Lack of support",Tablet,4,Yes,"Personalized schedules, Adaptive quizzes",0.0,Mixed,"Regional, Mix of English + Regional, English",No,"Better structure, Better grades",Progress bars,Always,Wasting time,5
24,Professional Course,Engineering,Coaching Institute,₹60k–100k,Occasionally,"Text-based guides, Flashcards, Video lectures","Coursera, BYJU'S, None",Late night,>60 mins,Peer pressure,"Hard to stay focused, Procrastination",Laptop,5,Yes,"Mentor guidance, Adaptive quizzes",280.56,Interactive modules,"Hindi, English, Mix of English + Regional",No,Peer usage,Score tracking,Often,Wasting time,4
19,Other,Business,Traditional College,₹60k–100k,Rarely,Group discussions,"YouTube, Unacademy",Random,<15 mins,Curiosity,"Hard to understand, Poor content quality, Procrastination",Tablet,4,Yes,"Peer comparison, Personalized schedules, Weekly reports",382.88,AI tutor,Regional,No,Better grades,Mentor reviews,Never,Not finishing,4
23,High School,Arts,Coaching Institute,₹10k–30k,Often,"Text-based guides, Flashcards",Khan Academy,Morning,45–60 mins,Career goals,Hard to understand,Laptop,4,Yes,"Mentor guidance, Peer comparison, Personalized schedules",471.43,Text + Video,"English, Regional, Hindi",Yes,"Peer usage, Better structure, Certifications",Mentor reviews,Often,Wasting money,5
18,Undergraduate,Medical,Coaching Institute,₹10k–30k,Never,"One-on-one mentoring, Text-based guides, Interactive quizzes","Udemy, YouTube",Random,15–30 mins,Curiosity,Hard to stay focused,Tablet,4,Yes,"Gamification, Mentor guidance, Peer comparison",341.32,Mixed,"English, Hindi",Yes,Certifications,Score tracking,Occasionally,Wasting time,3
21,Professional Course,Other,Self-Learning,< ₹10k,Rarely,Interactive quizzes,"YouTube, BYJU'S, None",Evening,<15 mins,Academic success,"Hard to understand, Hard to stay focused",Tablet,4,Yes,"Mentor guidance, Personalized schedules, Peer comparison",700.4,Text + Video,English,Yes,"Peer usage, Better structure",Mentor reviews,Often,Too boring,1
23,Other,Business,Coaching Institute,₹10k–30k,Often,"Text-based guides, Interactive quizzes, Video lectures","Coursera, None, Khan Academy",Morning,45–60 mins,Career goals,"Time management, Hard to stay focused",Tablet,5,No,"Personalized schedules, Gamification, Adaptive quizzes",416.51,Interactive modules,"Regional, Mix of English + Regional, English",No,Trial success,Progress bars,Occasionally,Too boring,4
16,Undergraduate,Business,Self-Learning,₹10k–30k,Occasionally,"Text-based guides, One-on-one mentoring","Khan Academy, Coursera, Udemy",Morning,>60 mins,Curiosity,"Time management, Lack of support",Laptop,3,Yes,"Peer comparison, Personalized schedules, Mentor guidance",386.86,Video only,"Hindi, Regional",No,App reviews,Achievement badges,Often,Not understanding,3
18,Postgraduate,Medical,Online University,< ₹10k,Often,Text-based guides,"None, Khan Academy, Udemy",Evening,30–45 mins,Peer pressure,"Time management, Hard to stay focused",Laptop,4,Yes,"Personalized schedules, Adaptive quizzes",498.51,Video only,Hindi,No,"Better structure, App reviews, Certifications",Progress bars,Occasionally,Too boring,2
17,Professional Course,Arts,Self-Learning,> ₹100k,Often,"Group discussions, Interactive quizzes, Text-based guides","Unacademy, Khan Academy, YouTube",Morning,30–45 mins,Certification,"Procrastination, Hard to understand, Lack of support",Tablet,2,No,"Weekly reports, Adaptive quizzes",408.21,Text + Video,"Regional, Mix of English + Regional",Yes,Better structure,Mentor reviews,Never,Wasting time,4
23,Professional Course,Law,Online University,₹10k–30k,Daily,"Flashcards, Video lectures, One-on-one mentoring",Unacademy,Evening,15–30 mins,Peer pressure,"Time management, Procrastination, Lack of support",Laptop,3,No,Adaptive quizzes,607.27,Text + Video,"English, Mix of English + Regional",Yes,"App reviews, Better grades, Better structure",Progress bars,Occasionally,Wasting money,5
17,High School,Other,Self-Learning,₹10k–30k,Daily,"One-on-one mentoring, Flashcards, Interactive quizzes","Khan Academy, None, BYJU'S",Afternoon,15–30 mins,Career goals,"Procrastination, Poor content quality",Mobile,5,Yes,"Adaptive quizzes, Personalized schedules",377.38,Mixed,"Mix of English + Regional, English, Regional",No,"Trial success, Certifications, Peer usage",Achievement badges,Often,Wasting money,4
21,Professional Course,Arts,Coaching Institute,₹30k–60k,Often,Video lectures,Coursera,Morning,15–30 mins,Career goals,"Time management, Procrastination",Tablet,5,Yes,"Personalized schedules, Adaptive quizzes, Gamification",296.69,Video only,"Regional, Hindi, English",Yes,"Peer usage, Trial success",Score tracking,Rarely,Not finishing,4
